timestamp,message
1776815831783,"{""time"":""2026-04-21T23:57:11.783Z"",""type"":""platform.initStart"",""record"":{""initializationType"":""on-demand"",""phase"":""init"",""runtimeVersion"":""python:3.14.DurableFunction.v13"",""runtimeVersionArn"":""arn:aws:lambda:us-east-2::runtime:6a18f8e2e69c0be566b1a6e42d8d759c7f0f0b21acdc9f45bb7c2c527a8ea13a"",""functionName"":""fase1-counter-durable"",""functionVersion"":""$LATEST""}}"
1776815832481,"{""timestamp"": ""2026-04-21T23:57:12Z"", ""level"": ""INFO"", ""message"": ""Found credentials in environment variables."", ""logger"": ""botocore.credentials"", ""requestId"": """"}
"
1776815832584,"{""time"":""2026-04-21T23:57:12.584Z"",""type"":""platform.start"",""record"":{""requestId"":""a8847ef6-1656-43d7-ae13-752d9a6c454f"",""functionArn"":""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST"",""version"":""$LATEST""}}"
1776815832822,"{""timestamp"": ""2026-04-21T23:57:12Z"", ""level"": ""INFO"", ""message"": ""Received event={'test_case': 'counter_increment_001', 'description': '1.1 Basic increment operation - verifies state is persisted and updated correctly', 'state': {'value': 0, 'version': 0}, 'operation': 'increment', 'amount': 1, 'fail_mode': 'none'}"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c""}
"
1776815832822,"{""timestamp"": ""2026-04-21T23:57:12Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""invocation_attempt\"", \""test_case\"": \""counter_increment_001\"", \""invocation_count\"": 1, \""seconds_since_module_load\"": 0.244, \""is_likely_replay\"": false}"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c""}
"
1776815832823,"{""timestamp"": ""2026-04-21T23:57:12Z"", ""level"": ""INFO"", ""message"": ""Initializing counter state"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c"", ""operationName"": ""initialize_counter"", ""attempt"": 1, ""operationId"": ""1ced8f5be2db23a6513eba4d819c73806424748a7bc6fa0d792cc1c7d1775a97""}
"
1776815832842,"{""timestamp"": ""2026-04-21T23:57:12Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""step_invocation\"", \""test_case\"": \""counter_increment_001\"", \""step\"": \""initialize_counter\"", \""wall_time\"": 1776815832.8418999}"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c"", ""operationName"": ""initialize_counter"", ""attempt"": 1, ""operationId"": ""1ced8f5be2db23a6513eba4d819c73806424748a7bc6fa0d792cc1c7d1775a97""}
"
1776815832842,"{""timestamp"": ""2026-04-21T23:57:12Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""step_duration\"", \""test_case\"": \""counter_increment_001\"", \""step\"": \""initialize_counter\"", \""duration_ms\"": 19.288, \""status\"": \""success\""}"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c"", ""operationName"": ""initialize_counter"", ""attempt"": 1, ""operationId"": ""1ced8f5be2db23a6513eba4d819c73806424748a7bc6fa0d792cc1c7d1775a97""}
"
1776815833255,"{""timestamp"": ""2026-04-21T23:57:13Z"", ""level"": ""INFO"", ""message"": ""Applying operation=increment, amount=1, fail_mode=none, current_state={'value': 0, 'version': 0}, failure_key=None"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c"", ""operationName"": ""apply_counter_operation"", ""attempt"": 1, ""operationId"": ""c5faca15ac2f93578b39ef4b6bbb871bdedce4ddd584fd31f0bb66fade3947e6""}
"
1776815833262,"{""timestamp"": ""2026-04-21T23:57:13Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""step_invocation\"", \""test_case\"": \""counter_increment_001\"", \""step\"": \""apply_counter_operation\"", \""operation\"": \""increment\"", \""fail_mode\"": \""none\"", \""wall_time\"": 1776815833.255853}"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c"", ""operationName"": ""apply_counter_operation"", ""attempt"": 1, ""operationId"": ""c5faca15ac2f93578b39ef4b6bbb871bdedce4ddd584fd31f0bb66fade3947e6""}
"
1776815833262,"{""timestamp"": ""2026-04-21T23:57:13Z"", ""level"": ""INFO"", ""message"": ""Updated state={'value': 1, 'version': 1}"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c"", ""operationName"": ""apply_counter_operation"", ""attempt"": 1, ""operationId"": ""c5faca15ac2f93578b39ef4b6bbb871bdedce4ddd584fd31f0bb66fade3947e6""}
"
1776815833262,"{""timestamp"": ""2026-04-21T23:57:13Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""step_duration\"", \""test_case\"": \""counter_increment_001\"", \""step\"": \""apply_counter_operation\"", \""operation\"": \""increment\"", \""fail_mode\"": \""none\"", \""duration_ms\"": 6.735, \""status\"": \""success\""}"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c"", ""operationName"": ""apply_counter_operation"", ""attempt"": 1, ""operationId"": ""c5faca15ac2f93578b39ef4b6bbb871bdedce4ddd584fd31f0bb66fade3947e6""}
"
1776815833415,"{""timestamp"": ""2026-04-21T23:57:13Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""step_invocation\"", \""test_case\"": \""counter_increment_001\"", \""step\"": \""build_response\"", \""wall_time\"": 1776815833.4153209}"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c"", ""operationName"": ""build_response"", ""attempt"": 1, ""operationId"": ""6f760b9e9eac89f07ab0223b0f4acb04d1e355d893a1b86a83f4d4b405adee99""}
"
1776815833422,"{""timestamp"": ""2026-04-21T23:57:13Z"", ""level"": ""INFO"", ""message"": ""Returning result={'message': 'fase1-counter-durable executed successfully', 'counter_value': 1, 'version': 1}"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c"", ""operationName"": ""build_response"", ""attempt"": 1, ""operationId"": ""6f760b9e9eac89f07ab0223b0f4acb04d1e355d893a1b86a83f4d4b405adee99""}
"
1776815833422,"{""timestamp"": ""2026-04-21T23:57:13Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""step_duration\"", \""test_case\"": \""counter_increment_001\"", \""step\"": \""build_response\"", \""duration_ms\"": 6.887, \""status\"": \""success\""}"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c"", ""operationName"": ""build_response"", ""attempt"": 1, ""operationId"": ""6f760b9e9eac89f07ab0223b0f4acb04d1e355d893a1b86a83f4d4b405adee99""}
"
1776815833554,"{""timestamp"": ""2026-04-21T23:57:13Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""checkpoint_size\"", \""test_case\"": \""counter_increment_001\"", \""size_kb\"": 0.025, \""state_version\"": 1, \""counter_value\"": 1}"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c""}
"
1776815833555,"{""timestamp"": ""2026-04-21T23:57:13Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""execution_duration\"", \""test_case\"": \""counter_increment_001\"", \""operation\"": \""increment\"", \""fail_mode\"": \""none\"", \""duration_ms\"": 732.804, \""status\"": \""success\""}"", ""logger"": ""root"", ""requestId"": ""a8847ef6-1656-43d7-ae13-752d9a6c454f"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/d52e2718-30d0-46c4-b254-982f7c59d3e8/d28b2dbf-f0eb-31ca-a31b-a4bc8b5dbf1c""}
"
1776815833658,"{""time"":""2026-04-21T23:57:13.658Z"",""type"":""platform.report"",""record"":{""requestId"":""a8847ef6-1656-43d7-ae13-752d9a6c454f"",""metrics"":{""durationMs"":1073.685,""billedDurationMs"":1874,""memorySizeMB"":128,""maxMemoryUsedMB"":101,""initDurationMs"":799.751},""status"":""success""}}"
