timestamp,message
1776821293715,"{""time"":""2026-04-22T01:28:13.715Z"",""type"":""platform.initStart"",""record"":{""initializationType"":""on-demand"",""phase"":""init"",""runtimeVersion"":""python:3.14.DurableFunction.v13"",""runtimeVersionArn"":""arn:aws:lambda:us-east-2::runtime:6a18f8e2e69c0be566b1a6e42d8d759c7f0f0b21acdc9f45bb7c2c527a8ea13a"",""functionName"":""fase1-counter-durable"",""functionVersion"":""$LATEST""}}"
1776821294347,"{""timestamp"": ""2026-04-22T01:28:14Z"", ""level"": ""INFO"", ""message"": ""Found credentials in environment variables."", ""logger"": ""botocore.credentials"", ""requestId"": """"}
"
1776821294444,"{""time"":""2026-04-22T01:28:14.444Z"",""type"":""platform.start"",""record"":{""requestId"":""ed9d1f0a-a561-4073-8cf6-25ce2938b9df"",""functionArn"":""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST"",""version"":""$LATEST""}}"
1776821294685,"{""timestamp"": ""2026-04-22T01:28:14Z"", ""level"": ""INFO"", ""message"": ""Received event={'test_case': 'counter_idempotency_001', 'description': '1.3 Idempotency test - re-invoke with the same execution name after a successful run; durable runtime must return cached result without re-executing steps', 'state': {'value': 0, 'version': 0}, 'operation': 'increment', 'amount': 1, 'fail_mode': 'none'}"", ""logger"": ""root"", ""requestId"": ""ed9d1f0a-a561-4073-8cf6-25ce2938b9df"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/2e375825-f00d-459c-851a-1a2e13ec8f7a/35be04d9-0c2b-329e-9369-2169058b562b""}
"
1776821294685,"{""timestamp"": ""2026-04-22T01:28:14Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""invocation_attempt\"", \""test_case\"": \""counter_idempotency_001\"", \""invocation_count\"": 1, \""seconds_since_module_load\"": 0.243, \""is_likely_replay\"": false}"", ""logger"": ""root"", ""requestId"": ""ed9d1f0a-a561-4073-8cf6-25ce2938b9df"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/2e375825-f00d-459c-851a-1a2e13ec8f7a/35be04d9-0c2b-329e-9369-2169058b562b""}
"
1776821294685,"{""timestamp"": ""2026-04-22T01:28:14Z"", ""level"": ""INFO"", ""message"": ""Initializing counter state"", ""logger"": ""root"", ""requestId"": ""ed9d1f0a-a561-4073-8cf6-25ce2938b9df"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/2e375825-f00d-459c-851a-1a2e13ec8f7a/35be04d9-0c2b-329e-9369-2169058b562b"", ""operationName"": ""initialize_counter"", ""attempt"": 1, ""operationId"": ""1ced8f5be2db23a6513eba4d819c73806424748a7bc6fa0d792cc1c7d1775a97""}
"
1776821294701,"{""timestamp"": ""2026-04-22T01:28:14Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""step_invocation\"", \""test_case\"": \""counter_idempotency_001\"", \""step\"": \""initialize_counter\"", \""wall_time\"": 1776821294.7008507}"", ""logger"": ""root"", ""requestId"": ""ed9d1f0a-a561-4073-8cf6-25ce2938b9df"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/2e375825-f00d-459c-851a-1a2e13ec8f7a/35be04d9-0c2b-329e-9369-2169058b562b"", ""operationName"": ""initialize_counter"", ""attempt"": 1, ""operationId"": ""1ced8f5be2db23a6513eba4d819c73806424748a7bc6fa0d792cc1c7d1775a97""}
"
1776821294701,"{""timestamp"": ""2026-04-22T01:28:14Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""step_duration\"", \""test_case\"": \""counter_idempotency_001\"", \""step\"": \""initialize_counter\"", \""duration_ms\"": 15.573, \""status\"": \""success\""}"", ""logger"": ""root"", ""requestId"": ""ed9d1f0a-a561-4073-8cf6-25ce2938b9df"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/2e375825-f00d-459c-851a-1a2e13ec8f7a/35be04d9-0c2b-329e-9369-2169058b562b"", ""operationName"": ""initialize_counter"", ""attempt"": 1, ""operationId"": ""1ced8f5be2db23a6513eba4d819c73806424748a7bc6fa0d792cc1c7d1775a97""}
"
1776821295121,"{""timestamp"": ""2026-04-22T01:28:15Z"", ""level"": ""INFO"", ""message"": ""Applying operation=increment, amount=1, fail_mode=none, current_state={'value': 0, 'version': 0}, failure_key=None"", ""logger"": ""root"", ""requestId"": ""ed9d1f0a-a561-4073-8cf6-25ce2938b9df"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/2e375825-f00d-459c-851a-1a2e13ec8f7a/35be04d9-0c2b-329e-9369-2169058b562b"", ""operationName"": ""apply_counter_operation"", ""attempt"": 1, ""operationId"": ""c5faca15ac2f93578b39ef4b6bbb871bdedce4ddd584fd31f0bb66fade3947e6""}
"
1776821295121,"{""timestamp"": ""2026-04-22T01:28:15Z"", ""level"": ""INFO"", ""message"": ""METRIC {\""metric_type\"": \""step_invocation\"", \""test_case\"": \""counter_idempotency_001\"", \""step\"": \""apply_counter_operation\"", \""operation\"": \""increment\"", \""fail_mode\"": \""none\"", \""wall_time\"": 1776821295.121401}"", ""logger"": ""root"", ""requestId"": ""ed9d1f0a-a561-4073-8cf6-25ce2938b9df"", ""executionArn"": ""arn:aws:lambda:us-east-2:851725525148:function:fase1-counter-durable:$LATEST/durable-execution/2e375825-f00d-459c-851a-1a2e13ec8f7a/35be04d9-0c2b-329e-9369-2169058b562b"", ""operationName"": ""apply_counter_operation"", ""attempt"": 1, ""operationId"": ""c5faca15ac2f93578b39ef4b6bbb871bdedce4ddd584fd31f0bb66fade3947e6""}
"
